id,lat,long
50e5f7d4d7c3df413b00056d,22.314273,114.17717600000003
50e5f7d4d7c3df413b00056e,22.332411999999998,114.20478999999999
50e5f7d4d7c3df413b00056f,22.316815,114.21794999999996
50e5f7d5d7c3df413b000571,22.331419,114.14900699999998
50e5f7d5d7c3df413b000572,22.298067,114.17461200000002
50e5f7d5d7c3df413b000573,22.333771,114.15824299999996
50e5f7d5d7c3df413b000574,22.29959,114.17793499999992
50e5f7d5d7c3df413b000575,22.342617999999998,114.166377
50e5f7d5d7c3df413b000576,22.278118,114.16531299999995
50e5f7d5d7c3df413b000577,22.339906,114.17598099999998
50e5f7d5d7c3df413b000578,22.323095000000002,114.16533099999992
50e5f7d5d7c3df413b00057a,22.312401,114.16251000000001
50e5f7d6d7c3df413b00057c,22.284974,114.15134999999998
50e5f7d6d7c3df413b00057d,22.287932,114.21281599999998
50e5f7d6d7c3df413b00057e,22.314119,114.16705000000002
50e5f7d6d7c3df413b00057f,22.31243,114.22576500000002
50e5f7d6d7c3df413b000580,22.333135000000002,114.21662000000003
50e5f7d6d7c3df413b000581,22.302169,114.18946699999992
50e5f7d6d7c3df413b000582,22.287116,114.21998800000006
50e5f7d6d7c3df413b000583,22.327671,114.21495299999992
50e5f7d6d7c3df413b000584,22.305223,114.22940500000004
50e5f7d6d7c3df413b000585,22.337041,114.16001299999996
50e5f7d6d7c3df413b000586,22.327313,114.15289400000006
50e5f7d6d7c3df413b000587,22.30829,114.23931199999993
50e5f7d7d7c3df413b000588,22.34276400000001,114.1581
50e5f7d7d7c3df413b000589,22.295026,114.15108099999998
50e5f7d7d7c3df413b00058a,22.331865,114.16192
50e5f7d7d7c3df413b00058b,22.336551,114.20048900000006
50e5f7d7d7c3df413b00058c,22.298523,114.17734100000007
50e5f7d7d7c3df413b00058d,22.331051000000002,114.14559299999996
50e5f7d7d7c3df413b00058e,22.347082999999998,114.20109599999999
50e5f7d7d7c3df413b00058f,22.343717,114.18987400000003
50e5f7d7d7c3df413b000590,22.275264,114.18653199999994
50e5f7d7d7c3df413b000593,22.33514,114.20176200000004
50e5f7d8d7c3df413b000595,22.303155,114.22709399999997
50e5f7d8d7c3df413b000596,22.335097,114.16089399999998
50e5f7d8d7c3df413b000597,22.283453,114.15103
50e5f7d8d7c3df413b000599,22.339582,114.15292699999998
50e5f7d8d7c3df413b00059a,22.278117,114.16623000000004
50e5f7d8d7c3df413b00059b,22.304448,114.225819
50e5f7d8d7c3df413b00059c,22.336697,114.18149700000004
50e5f7d8d7c3df413b00059d,22.293677,114.202635
50e5f7d8d7c3df413b00059e,22.34279200000001,114.17703200000004
50e5f7d8d7c3df413b00059f,22.32057,114.20621099999994
50e5f7d8d7c3df413b0005a0,22.345235,114.19673699999998
50e5f7d9d7c3df413b0005a1,22.305539000000003,114.16938000000003
50e5f7d9d7c3df413b0005a2,22.332394,114.20525599999996
50e5f7d9d7c3df413b0005a3,22.342932,114.15747699999996
50e5f7d9d7c3df413b0005a4,22.330710999999997,114.146474
50e5f7d9d7c3df413b0005a5,22.331706,114.191998
50e5f7d9d7c3df413b0005a6,22.317496,114.15891999999997
50e5f7d9d7c3df413b0005a7,22.314379000000002,114.16937699999994
50e5f7d9d7c3df413b0005a8,22.315207,114.160702
50e5f7d9d7c3df413b0005aa,22.321666,114.12408200000004
50e5f7dad7c3df413b0005ab,22.285166,114.14231700000003
50e5f7dad7c3df413b0005ac,22.285624,114.143327
50e5f7dad7c3df413b0005ad,22.320501,114.22337300000004
50e5f7dad7c3df413b0005ae,22.28065,114.18156799999996
50e5f7dad7c3df413b0005af,22.312693,114.21865100000002
50e5f7dad7c3df413b0005b0,22.28737000000001,114.20496300000002
50e5f7dad7c3df413b0005b1,22.299294,114.16856000000007
50e5f7dad7c3df413b0005b2,22.289057999999997,114.196016
50e5fae9d7c3df413b000730,35.002028,135.75965900000006
50e5fae9d7c3df413b000731,35.007658,135.73765100000003
50e5faead7c3df413b000732,35.00213,135.77853000000005
50e5faead7c3df413b000733,35.005004,135.75895200000002
50e5faead7c3df413b000734,35.056286,135.76709099999994
50e5faead7c3df413b000735,34.998642,135.71597199999997
50e5faead7c3df413b000736,35.022702,135.71014399999999
50e5faead7c3df413b000737,35.016233,135.70925899999997
50e5faead7c3df413b000738,34.996788,135.74754299999995
50e5faead7c3df413b000739,35.007721999999994,135.76478599999996
50e5faead7c3df413b00073a,35.021164,135.78200500000003
50e5faead7c3df413b00073e,35.016079,135.77424799999994
50e5faead7c3df413b00073f,35.03054,135.77451199999996
50e5faead7c3df413b000740,35.069915,135.75021100000004
50e5faebd7c3df413b000741,35.014599,135.79486900000006
50e5faebd7c3df413b000742,35.023215,135.75733100000002
50e5faebd7c3df413b000743,35.051398999999996,135.75207899999998
50e5faebd7c3df413b000744,35.064799,135.74168299999997
50e5faebd7c3df413b000745,35.01289000000001,135.74709400000006
50e5faebd7c3df413b000746,34.991613,135.74605799999995
50e5faebd7c3df413b000747,35.031224,135.78054399999996
50e5faebd7c3df413b000748,34.974227,135.758824
50e5faebd7c3df413b000749,35.051679,135.76041099999998
50e5faebd7c3df413b00074a,35.007525,135.71227999999996
50e5faebd7c3df413b00074b,35.048289000000004,135.776346
50e5faebd7c3df413b00074c,35.003263000000004,135.79180799999997
50e5faebd7c3df413b00074e,35.053046,135.74693000000002
50e5faebd7c3df413b00074f,35.015889,135.794217
50e5faebd7c3df413b000751,35.05838,135.79765299999997
50e5faebd7c3df413b000753,35.028603000000004,135.754821
50e5faecd7c3df413b000754,35.067349,135.77595700000006
50e5faecd7c3df413b000755,35.032651,135.72229200000004
50e5faecd7c3df413b000756,35.059059000000005,135.76780199999996
50e5faecd7c3df413b000757,35.013684999999995,135.77763200000004
50e5faecd7c3df413b000758,35.009043,135.74159499999996
50e5faecd7c3df413b000759,35.013983,135.75206200000002
50e5faecd7c3df413b00075a,35.003746,135.711322
50e5faecd7c3df413b00075b,35.00177,135.71965999999998
50e5faecd7c3df413b00075d,35.018613,135.73573100000002
50e5faecd7c3df413b00075e,35.008485,135.71160599999996
50e5faecd7c3df413b00075f,35.049407,135.76986999999997
50e5faecd7c3df413b000760,35.007918,135.71211700000003
50e5faecd7c3df413b000761,35.040015000000004,135.758328
50e5faecd7c3df413b000762,34.988521999999996,135.72120700000005
50e5faedd7c3df413b000763,35.068758,135.77483600000005
50e5faedd7c3df413b000764,35.046966999999995,135.751979
50e5faedd7c3df413b000765,35.056982,135.74870999999996
50e5faedd7c3df413b000766,34.991336,135.713566
50e5faedd7c3df413b000767,34.991219,135.71870900000002
50e5faedd7c3df413b000768,35.002873,135.74897599999997
50e5faedd7c3df413b000769,35.016459999999995,135.73125300000004
50e5faedd7c3df413b00076a,35.001526,135.71359699999994
50e5faedd7c3df413b00076b,34.98021,135.73395099999993
50e5faedd7c3df413b00076c,35.026270000000004,135.776433
50e5faedd7c3df413b00076d,34.986459,135.777287
50e5faedd7c3df413b00076e,35.057009,135.74510499999997
50e5faedd7c3df413b00076f,34.982993,135.74157200000002
50e5faedd7c3df413b000770,35.022791,135.772201
50e5faedd7c3df413b000771,34.998624,135.72573
50e5faeed7c3df413b000772,35.049469,135.79657599999996
50e5faeed7c3df413b000773,34.980761,135.74016499999993
50e5faeed7c3df413b000774,35.047658,135.77806099999998
50e5faeed7c3df413b000775,34.973264,135.76093400000002
50e5faeed7c3df413b000776,35.007832,135.77124000000003
50e5faeed7c3df413b000778,35.003601,135.77411200000006
50e5faeed7c3df413b000779,35.036016,135.766887
50e5faeed7c3df413b00077a,34.999158,135.77843699999994
50e5faeed7c3df413b00077b,34.987421000000005,135.73362700000007
50e5faeed7c3df413b00077c,35.02838,135.73429299999998
50e5faeed7c3df413b00077d,35.031644,135.80158900000004
50e5faeed7c3df413b00077e,35.032896,135.75935400000003
50e5faeed7c3df413b00077f,35.071148,135.75791400000003
50e5faeed7c3df413b000780,35.039018,135.75271699999996
50e5faeed7c3df413b000781,35.014901,135.767966
50e5faeed7c3df413b000782,35.045768,135.75102700000002
50e5faeed7c3df413b000783,34.978566,135.795654
50e5faeed7c3df413b000784,34.982444,135.776794
50e5faefd7c3df413b000785,35.041576,135.73845499999993
50e5faefd7c3df413b000786,35.017196999999996,135.74022100000002
50e5faefd7c3df413b000787,34.977764,135.73555899999997
50e73275d7c3df413b000e1c,-33.043134,-71.627228
50e73275d7c3df413b000e1d,-33.046457000000004,-71.64865999999998
50e73275d7c3df413b000e1e,-33.03968,-71.62836400000003
50e73275d7c3df413b000e1f,-33.049296000000005,-71.59388899999998
50e73275d7c3df413b000e20,-33.029204,-71.534717
50e73275d7c3df413b000e21,-33.029579,-71.58027500000003
50e73275d7c3df413b000e22,-33.049675,-71.65688899999998
50e73275d7c3df413b000e23,-33.014173,-71.55391199999997
50e73275d7c3df413b000e24,-33.054487,-71.57246499999997
50e73275d7c3df413b000e25,-33.045567999999996,-71.65453400000001
50e73275d7c3df413b000e26,-33.038059000000004,-71.649429
50e73275d7c3df413b000e27,-33.029519,-71.55818999999997
50e73275d7c3df413b000e28,-33.029595,-71.65042800000003
50e73275d7c3df413b000e29,-33.033032,-71.55797999999999
50e73275d7c3df413b000e2a,-33.034109,-71.58370200000002
50e73276d7c3df413b000e2b,-33.051899,-71.62892699999998
50e73276d7c3df413b000e2c,-33.041753,-71.64588500000002
50e73276d7c3df413b000e2d,-33.036425,-71.53174200000002
50e73276d7c3df413b000e2e,-33.035579,-71.56793299999998
