image,mean_rank,std_rank
513e1be1fdc9f035870095b7,27.72989793316576,0.9307938934975056
513cb738fdc9f03587000aec,26.078076538094532,0.9217512857599788
5185c377fdc9f03fd5000a91,22.438298791344852,0.9262705816784438
513d9b6bfdc9f035870079e0,28.535414632328735,0.9816440814477724
50f560fafdc9f065f00053ba,25.18465891155272,0.8862570936597791
50f55e7bfdc9f065f0004cec,23.651529851016374,0.894653170256294
51414aecfdc9f04926007002,22.197453445329103,0.8890113244888366
513d6c4bfdc9f03587004f2a,22.045096234374615,0.9295934571336664
5141503efdc9f04926007cca,25.224907503872853,0.9288245097745308
513e1c8afdc9f03587009780,23.386427554070377,0.9456740666598852
5185cb67fdc9f03fd5000b28,24.52949683461389,0.9088101171588588
51392a80818ede1296001190,18.849367146910843,1.0693681085726194
513e1a4afdc9f03587009184,22.307350653460112,0.9498009269678032
513e1ce7fdc9f03587009871,26.907134521044398,0.9035776701900584
513d6df4fdc9f0358700522d,27.929310779280218,0.9452206468255974
5185cfc4fdc9f03fd5000f81,28.881030224590692,0.9148453317109569
5185cc62fdc9f03fd5000c20,22.005686046112494,0.9091725835514072
5185d032fdc9f03fd5000fd7,18.10689630272496,1.0176496396768422
5185d2cafdc9f03fd5001231,21.562512741775247,0.8986069229952445
513e2201fdc9f0358700a4e3,20.31673081786489,0.9500790732516129
50f55e6dfdc9f065f0004c6a,23.508584723898192,0.9033007288166888
50f5640efdc9f065f0006062,25.104937747951013,0.8739235758730228
51422a20fdc9f049260088ec,28.849382699092537,0.9287158219599516
50f60874beb2fed6f80004f4,21.42502699584507,0.962754590942775
513e6e5dfdc9f0358700c419,28.403841628076677,0.9109903267981668
51413355fdc9f0492600427a,28.08802136221497,0.9549450375303716
50f448abfdc9f065f0004153,23.1741309609201,0.9029618059258
513d801cfdc9f03587007696,26.34863960928159,0.9199918842006644
513d7f5dfdc9f035870075c7,22.140042520352825,1.0022241571862809
514151bafdc9f04926007feb,24.741985400652947,0.9183997181740956
513e5d42fdc9f0358700ad44,20.631072485950344,0.937350937580622
50f46445fdc9f065f00044b7,29.50913791162158,1.006391957513262
50f5eeaefdc9f065f0008fd1,23.46416417598433,0.9708365363262941
513cc97afdc9f03587001c2e,31.822315548269877,1.2105862845186683
514147cefdc9f04926006b39,30.227044722235952,0.9655893575341988
513e1f87fdc9f03587009f5b,27.57697935390925,0.9777044759413186
50f46456fdc9f065f000461b,26.991346937931795,0.9151402031740362
50f439f1fdc9f065f0002d8f,21.61596210730853,0.9112753982020704
513d7c6afdc9f03587006eb0,31.80798883512209,1.0344536891216378
50f5ed57fdc9f065f0008c4e,25.73807794571477,0.9044713343482952
50f463bcfdc9f065f00042eb,23.169713693804365,0.9639284822895448
51392d6c818ede129600125a,24.507023899563656,0.9098930833523446
513d6cdefdc9f0358700506a,19.045913890115923,1.0673168729744342
50f42c4dfdc9f065f0001a9f,29.849213082897855,1.0319075124437531
51421986fdc9f04926008254,20.127781842890684,1.0259236036249118
513e1ccbfdc9f0358700981f,22.647937861765488,0.8829916758913502
5140cfb2fdc9f04926003179,27.412370635246248,0.9074092467349386
51413448fdc9f049260045ce,30.99326427830616,0.9990814971876656
513d9dbcfdc9f0358700819a,25.09156823881813,0.9210306260711604
50f60c43beb2fed910000199,24.588117268463588,0.9264192179344646
50f563fcfdc9f065f0005fa4,24.203787045002194,0.9215332928848224
51414424fdc9f04926006495,20.110873513145282,0.9718475581884384
513d7895fdc9f035870061fa,30.436219014278297,1.0386287781426182
50f5e527fdc9f065f00066d8,21.93769647198443,0.951362914435694
514219d3fdc9f0492600829f,24.295818792045466,0.8915730499531247
50f6166ebeb2fed910000838,28.181982249378247,0.9812973758512932
514147a2fdc9f04926006aca,25.971528582739147,0.8819159244432737
50f56203fdc9f065f0005894,22.972755963481397,0.9172758872725608
513e5c0ffdc9f0358700a9ff,27.537714229913373,0.9209127959374304
513cb846fdc9f03587000bdd,30.687085390179075,0.9576460515752918
513e22befdc9f0358700a5be,29.750760687212356,1.0167776799800068
50f60866beb2fed6f80003db,21.9054542382234,0.9631226917783656
51422df4fdc9f04926008c97,24.30948834109334,0.8989607035696446
5185d075fdc9f03fd500100b,20.533071200470754,1.0185586137611575
5140d883fdc9f04926003a13,21.45084147794922,0.9388340616322158
50f5e527fdc9f065f00066de,28.15289185002529,0.967666792615602
50f44807fdc9f065f0003c88,22.648199972349385,0.9994189600660652
50f60c48beb2fed91000021c,20.528560502962886,0.976996419529069
50f5e640fdc9f065f0006bc0,23.970498212674123,0.9039903535504356
50f6145abeb2fed91000071c,25.714896880781588,0.9085823329952976
50f6145fbeb2fed91000076c,29.21281367714879,1.0235177759990943
50f60c54beb2fed910000308,27.89756358400688,0.9432981861659298
5185d318fdc9f03fd5001272,26.79846772524723,0.8738618384555044
50f55e6ffdc9f065f0004ca4,24.82344059754467,0.9017165581488956
513e5fc8fdc9f0358700b2c3,23.31268720482172,0.8995548765482279
50f6086fbeb2fed6f800049b,25.024684768216268,0.9379250809240122
5140d8b6fdc9f04926003a83,28.10495295180652,0.8914053640598741
50f5ebccfdc9f065f0008565,29.73265757418178,0.9307686931665012
50f46484fdc9f065f00046a8,31.562590012491327,1.064121708358989
50f43b77fdc9f065f000315f,24.98158076517881,0.9148772320966688
50f42eb2fdc9f065f0002389,24.92545130956721,0.9060116457625944
513d6dc4fdc9f035870051dc,27.131686397566337,0.9321081127434956
50f448a9fdc9f065f0004127,23.96499606407052,0.8992875323689385
513cc2b4fdc9f035870015c7,29.67927668352212,0.958879673398342
513cba82fdc9f03587000df2,25.910729097386184,0.8760075173476745
50f42b4efdc9f065f0001294,22.377265455316053,1.0220400962417824
50f60e71beb2fed91000063a,28.125619102207306,0.9526902891222652
50f56361fdc9f065f0005cec,24.95833759774365,0.8827043814663583
5185cd36fdc9f03fd5000cf3,23.178100469058016,0.9310171979042192
50f43532fdc9f065f0002c9e,26.53693882960539,0.8948732173401658
513d9ba7fdc9f03587007aa3,25.736218180773346,0.9159846539392764
51414e9dfdc9f049260078c0,24.11752873379336,0.9467450352322968
513d6bfbfdc9f03587004e5c,23.346748334574485,0.9008338547928604
513e6424fdc9f0358700b7b6,24.78321758132589,0.8859028353457203
50f61680beb2fed91000094f,22.55075505529015,0.9159387664875188
514218dbfdc9f049260081a1,24.484604541400262,0.919540649714228
50f6166abeb2fed9100007f3,23.11388085086584,0.9116476015467952
513cb684fdc9f03587000a4b,26.502487833389576,0.905370969873105
51413556fdc9f04926004994,25.2731850959206,0.8988222156078259
50f561fbfdc9f065f0005832,18.879088843999018,0.9898801528479712
50f44806fdc9f065f0003c5c,27.17430331331923,1.0006745172091676
513e5f7efdc9f0358700b254,25.176616304017628,0.8728235604674204
513e1d5efdc9f035870099a5,20.95055769598514,0.9647534125854555
50f448aafdc9f065f0004140,28.953127031239628,0.9459758805340244
513d7949fdc9f03587006457,30.04649865573689,0.9736382023992132
514135fafdc9f04926004baa,28.2619294045569,0.9336807088492542
514136d9fdc9f04926004cf5,22.661601027337397,1.1089792116579564
513d7cf2fdc9f0358700706f,21.18471394941204,0.9070386401763648
5185d4bbfdc9f03fd5001416,30.086526658061906,0.9484596002661246
50f55e07fdc9f065f00049e5,24.330122189171114,0.8918764097510278
513d7e7bfdc9f035870073fb,24.273212739840034,0.8916790666770849
50f561fafdc9f065f0005822,23.22213098335589,0.928533128680172
50f5e6c5fdc9f065f0006de0,23.045746693262235,0.9298094046697318
50f562dafdc9f065f0005ad6,19.640196877392672,0.9538008309735584
51421867fdc9f0492600812a,23.34106440483589,0.8830395382397206
51421a71fdc9f04926008345,24.116965348275986,0.9303625851496898
514228bafdc9f049260087b1,27.004691574623777,0.910045244755146
5185d432fdc9f03fd5001399,21.96689919771425,0.9291262137515258
513e5e48fdc9f0358700b00c,28.430415446020753,0.9388130364578298
51413849fdc9f049260051b2,27.76168278768076,0.9642720758900151
514138d2fdc9f049260052f1,28.83020578882053,1.1071170281909408
51413fcbfdc9f04926006011,19.425634111555294,0.983295036646776
513d6ba5fdc9f03587004d8d,25.507085559288125,0.92748868845554
51422943fdc9f04926008830,26.048557436348123,0.9354557178827942
5141487bfdc9f04926006cdb,23.28430676757285,0.8921483627851863
50f46456fdc9f065f000460c,21.977074120098386,0.9119039764049942
51413d63fdc9f04926005d16,20.63444250641436,1.01210973290988
513d7ad3fdc9f03587006972,25.69680717934572,0.8961568996841011
50f5eeb0fdc9f065f000900b,24.759243136679373,0.9556943623490596
50f463c5fdc9f065f0004310,24.12744970226344,0.906922092960521
5140d306fdc9f04926003367,23.74460477422151,0.8852779192417185
513d7f67fdc9f035870075dd,24.78350367561948,0.957958128801806
513e6f61fdc9f0358700c574,27.561561995131694,1.0333450240422348
513cb9dcfdc9f03587000d5e,26.235661790957927,0.9460264442301356
50f448a6fdc9f065f00040e0,23.052810035836202,0.9444765799956968
513da03afdc9f03587008911,23.42963416560372,0.9461125155948086
513da05ffdc9f0358700896d,23.26154510775527,0.9057962718222452
